user_id,churn_probability,risk_segment,session_count,last_login_days,monthly_spend,features_used,payment_failures,plan_type,actual_churn,recommended_action,priority
3843,0.023467558,Healthy,39,4,499,2,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3814,0.023275267,Healthy,37,6,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2097,0.023035187,Healthy,29,3,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
2075,0.022852484,Healthy,33,4,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2005,0.022789491,Healthy,22,4,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
2282,0.022660464,Healthy,23,4,0,3,0,Free,0,Monitor engagement,P4 - Monitor
4003,0.022599116,Healthy,35,2,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
2538,0.022599116,Healthy,35,2,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
4841,0.022572014,Healthy,28,2,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1661,0.022544753,Healthy,38,7,0,6,0,Free,0,Monitor engagement,P4 - Monitor
2720,0.022413291,Healthy,38,3,299,2,1,Basic,0,Monitor engagement,P4 - Monitor
1339,0.02232988,Healthy,23,5,0,2,0,Free,0,Monitor engagement,P4 - Monitor
3514,0.022279127,Healthy,27,1,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
2702,0.022218196,Healthy,34,4,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
2892,0.021939611,Healthy,35,2,299,6,2,Basic,0,Monitor engagement,P4 - Monitor
1414,0.021582946,Healthy,28,6,499,2,3,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4484,0.021293487,Healthy,29,2,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1005,0.021146659,Healthy,29,4,0,1,0,Free,0,Monitor engagement,P4 - Monitor
1881,0.021025967,Healthy,26,0,499,7,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3405,0.020931229,Healthy,23,3,499,5,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2100,0.020897778,Healthy,36,2,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2027,0.020724723,Healthy,26,0,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
2431,0.020667031,Healthy,37,6,0,2,0,Free,0,Monitor engagement,P4 - Monitor
2625,0.020625548,Healthy,27,4,0,2,0,Free,0,Monitor engagement,P4 - Monitor
856,0.020388229,Healthy,36,5,0,2,0,Free,0,Monitor engagement,P4 - Monitor
531,0.020378964,Healthy,29,1,499,8,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3602,0.0202539,Healthy,34,1,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
545,0.020176923,Healthy,23,4,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
3002,0.020132216,Healthy,33,3,299,2,1,Basic,0,Monitor engagement,P4 - Monitor
4284,0.020065458,Healthy,25,5,0,2,4,Free,0,Monitor engagement,P4 - Monitor
3145,0.019608049,Healthy,22,1,299,5,0,Basic,0,Monitor engagement,P4 - Monitor
2700,0.01947523,Healthy,32,2,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
742,0.019347085,Healthy,31,6,0,4,4,Free,0,Monitor engagement,P4 - Monitor
1010,0.019069657,Healthy,21,1,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
1297,0.019020006,Healthy,35,3,499,3,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2405,0.019017538,Healthy,38,4,499,6,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1507,0.018887717,Healthy,33,4,0,2,1,Free,0,Monitor engagement,P4 - Monitor
3214,0.018795872,Healthy,39,3,299,3,2,Basic,0,Monitor engagement,P4 - Monitor
113,0.01837064,Healthy,28,4,0,2,0,Free,0,Monitor engagement,P4 - Monitor
4830,0.018145477,Healthy,35,4,0,4,0,Free,0,Monitor engagement,P4 - Monitor
3132,0.01799147,Healthy,32,4,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
229,0.017947055,Healthy,40,5,299,6,0,Basic,0,Monitor engagement,P4 - Monitor
961,0.017947055,Healthy,40,5,299,6,0,Basic,0,Monitor engagement,P4 - Monitor
2857,0.017934738,Healthy,39,2,499,4,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3942,0.017934738,Healthy,39,2,499,4,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4668,0.017930925,Healthy,40,4,299,3,0,Basic,0,Monitor engagement,P4 - Monitor
3432,0.017903095,Healthy,40,6,499,4,1,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4131,0.01773326,Healthy,21,4,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4873,0.017679285,Healthy,35,1,0,2,1,Free,0,Monitor engagement,P4 - Monitor
482,0.017662838,Healthy,21,1,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
464,0.017644456,Healthy,40,7,299,5,0,Basic,0,Monitor engagement,P4 - Monitor
1298,0.017080138,Healthy,21,2,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3650,0.017018797,Healthy,35,0,299,1,0,Basic,1,Monitor engagement,P4 - Monitor
4730,0.016757898,Healthy,29,1,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1201,0.016631512,Healthy,40,0,499,6,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1870,0.016352028,Healthy,34,3,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1249,0.016193867,Healthy,35,1,499,3,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1176,0.016117295,Healthy,38,6,299,6,0,Basic,0,Monitor engagement,P4 - Monitor
1007,0.016021831,Healthy,35,0,299,1,1,Basic,0,Monitor engagement,P4 - Monitor
1417,0.015973799,Healthy,35,3,0,3,0,Free,0,Monitor engagement,P4 - Monitor
3852,0.015973799,Healthy,35,3,0,3,0,Free,0,Monitor engagement,P4 - Monitor
821,0.015952107,Healthy,39,1,499,3,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
572,0.015590358,Healthy,29,3,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1961,0.015348685,Healthy,35,3,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4623,0.015030588,Healthy,35,4,0,1,2,Free,0,Monitor engagement,P4 - Monitor
4843,0.014931017,Healthy,34,0,499,3,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2208,0.014621757,Healthy,27,0,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1051,0.014510957,Healthy,30,0,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
4868,0.014510957,Healthy,30,0,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3054,0.014489008,Healthy,38,6,0,2,0,Free,0,Monitor engagement,P4 - Monitor
4246,0.014356322,Healthy,29,2,299,3,4,Basic,0,Monitor engagement,P4 - Monitor
3141,0.014134701,Healthy,39,0,499,3,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3201,0.013775086,Healthy,35,5,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
4985,0.0137014715,Healthy,26,7,0,1,3,Free,0,Monitor engagement,P4 - Monitor
1182,0.013633865,Healthy,34,6,0,2,0,Free,0,Monitor engagement,P4 - Monitor
152,0.013414509,Healthy,35,0,0,1,0,Free,0,Monitor engagement,P4 - Monitor
3131,0.013287648,Healthy,35,4,0,1,0,Free,0,Monitor engagement,P4 - Monitor
774,0.013228778,Healthy,39,3,499,6,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
883,0.013067266,Healthy,38,2,499,4,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
3548,0.01295264,Healthy,39,2,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
2157,0.012863827,Healthy,35,7,0,2,0,Free,0,Monitor engagement,P4 - Monitor
1605,0.012186192,Healthy,22,5,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
201,0.011416843,Healthy,39,4,0,6,3,Free,0,Monitor engagement,P4 - Monitor
3196,0.011403004,Healthy,40,1,299,2,0,Basic,0,Monitor engagement,P4 - Monitor
4463,0.011116387,Healthy,23,2,499,2,4,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1218,0.010910718,Healthy,34,0,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2737,0.010904363,Healthy,35,0,499,1,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
1162,0.010772025,Healthy,40,2,299,1,0,Basic,0,Monitor engagement,P4 - Monitor
4098,0.010240992,Healthy,34,1,299,3,3,Basic,0,Monitor engagement,P4 - Monitor
4683,0.009943415,Healthy,37,2,0,1,3,Free,0,Monitor engagement,P4 - Monitor
3734,0.008007171,Healthy,22,1,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2009,0.00725764,Healthy,34,5,0,3,4,Free,0,Monitor engagement,P4 - Monitor
2426,0.005089172,Healthy,35,2,0,4,4,Free,0,Monitor engagement,P4 - Monitor
4236,0.0048489817,Healthy,40,3,499,2,0,Premium,0,Loyalty / upsell opportunity,P4 - Monitor
2317,0.0043735635,Healthy,34,1,0,1,3,Free,0,Monitor engagement,P4 - Monitor
